grien	dziwdu	dziwdu_qhanshiev	syenjyovdziw	krenqhruadziw	nitpun_diavjyovdziw	jiwtheidziw	thovjyov_kyebyam_zioxau	ziwvyan_jiepmra	qhanziwqhwi_bushyu	qhandziwqhwi_bushyuvuai	thongqitmra
058EF	壯			壮	壮	[]	[510]	886.2	士	3	U+58EF
058FA	壺			壶		[壷]	[1812]	888.1	士	9	U+58FA
058FC	壼			壸		[]	[7117]	889.1	士	10	U+58FC
05903	夃					[]	[]	null	null	null	U+5903
0590B	夋					[]	[]	null	夂	4	U+590B
05912	夒					[]	[]	null	null	null	U+5912
05914	夔					[]	[6457]	896.2	夂	20	U+5914
05915	夕					[]	[46]	897.1	夕	0	U+5915
05916	外					[]	[293]	897.3	夕	2	U+5916
0591C	夜					[]	[1209]	207.3	夕	5	U+591C
0591F	够					[夠]	[2362]	905.2	null	null	U+591F
05927	大					[]	[32]	908.1	大	0	U+5927
05928	夨					[]	[]	null	null	null	U+5928
05929	天					[]	[78]	948.1	大	1	U+5929
0592A	太					[]	[93]	937.2	大	1	U+592A
05931	失					[]	[265]	972.2	大	2	U+5931
05955	奕					[]	[4306]	987.1	大	6	U+5955
05958	奘					[]	[4683]	991.1	大	7	U+5958
05961	奡					[]	[7338]	991.3	大	9	U+5961
05962	奢					[]	[2242]	991.1	大	9	U+5962
05969	奩			奁		[匳]	[3687]	992.3	匚	13	U+5969
0596A	奪			夺		[]	[396]	993.1	大	11	U+596A
0596C	奬			奖	奨	[獎, 㢡]	[1618]	994.1	大	10	U+596C
0596D	奭					[]	[5858]	994.2	大	12	U+596D
0596E	奮			奋		[]	[1051]	994.2	大	13	U+596E
05970	奰					[]	[0]	995.2	null	null	U+5970
05973	女					[]	[67]	995.1	女	0	U+5973
05974	奴					[]	[333]	1000.2	女	2	U+5974
05978	奸					[]	[577]	1001.3	女	3	U+5978
0597D	好					[]	[581]	1004.2	女	3	U+597D
05982	如					[]	[578]	1002.1	女	3	U+5982
05983	妃					[]	[580]	1004.1	女	3	U+5983
05984	妄					[]	[526]	1001.1	女	3	U+5984
0598D	妍					[姸]	[3806]	1006.3	女	6	U+598D
05992	妒					[妬]	[923]	1006.3	女	5	U+5992
05998	妘					[]	[6636]	1007.1	null	null	U+5998
05999	妙					[]	[919]	1007.2	女	4	U+5999
0599D	妝			妆		[]	[512]	1010.2	女	4	U+599D
059A4	妤					[]	[3815]	1010.1	女	4	U+59A4
059AF	妯					[]	[4065]	1014.2	null	null	U+59AF
059B2	妲					[]	[4064]	1014.1	女	5	U+59B2
059D1	姑					[]	[1325]	1011.1	女	5	U+59D1
059D3	姓					[]	[1327]	1014.2	女	5	U+59D3
059DD	姝					[]	[4385]	1025.2	女	6	U+59DD
059DE	姞					[]	[6911]	1020.3	女	6	U+59DE
059E3	姣					[]	[4386]	1019.2	女	6	U+59E3
059E4	姤					[]	[6913]	1025.3	女	6	U+59E4
059E5	姥					[]	[1736]	1020.3	女	6	U+59E5
059E6	姦		奸			[]	[577]	1026.1	女	6	U+59E6
059EA	姪		侄			[]	[1144]	1023.1	女	6	U+59EA
059F6	姶					[]	[6914]	1024.1	女	6	U+59F6
05A01	威					[]	[1444]	1021.1	女	6	U+5A01
05A09	娉					[]	[4690]	1028.1	女	7	U+5A09
05A0C	娌					[]	[4689]	1028.1	女	7	U+5A0C
05A18	娘					[]	[2144]	1027.1	女	7	U+5A18
05A25	娥					[]	[2143]	1028.2	女	7	U+5A25
05A31	娱				娯	[娛]	[2140]	1028.1	女	7	U+5A31
05A64	婤					[]	[7270]	1033.3	null	null	U+5A64
05A66	婦			妇		[]	[579]	1034.2	女	8	U+5A66
05A67	婧					[]	[5016]	1031.2	女	8	U+5A67
05A6A	婪					[]	[2222]	1031.3	女	8	U+5A6A
05A93	媓					[]	[7451]	null	null	null	U+5A93
05A9F	媟					[]	[]	1036.1	女	9	U+5A9F
05AB5	媵					[]	[5523]	1040.1	女	10	U+5AB5
05AB8	媸					[]	[5609]	1040.3	null	null	U+5AB8
05AC4	嫄					[]	[7612]	1039.3	女	10	U+5AC4
05AE0	嫠					[]	[5627]	1041.1	女	11	U+5AE0
05AFA	嫺		嫻	娴		[𡢃]	[4693]	1043.2	女	12	U+5AFA
05AFB	嫻			娴		[]	[4693]	1043.2	女	12	U+5AFB
05B00	嬀			妫		[媯]	[3812]	1043.3	女	12	U+5B00
05B03	嬃			媭		[]	[5218]	1044.3	null	null	U+5B03
05B17	嬗					[]	[6190]	1044.3	女	13	U+5B17
05B19	嬙			嫱		[]	[5831]	1045.2	女	13	U+5B19
05B25	嬥					[]	[7978]	1047.1	女	14	U+5B25
05B34	嬴					[]	[6164]	1044.3	女	14	U+5B34
05B38	嬸			婶		[]	[2482]	1047.1	null	null	U+5B38
05B3E	嬾		懶	懒		[]	[3380]	1047.2	女	16	U+5B3E
05B40	孀					[]	[6446]	1047.3	女	17	U+5B40
05B50	子					[]	[64]	1049.1	子	0	U+5B50
05B51	孑					[]	[3505]	1054.2	子	0	U+5B51
05B54	孔					[]	[179]	1054.3	子	1	U+5B54
05B55	孕					[]	[338]	1058.2	子	2	U+5B55
05B57	字					[]	[thovjyov_kyebyam_zioxau]	1058.3	子	3	U+5B57
05B58	存					[]	[391]	1060.2	子	3	U+5B58
05B5A	孚					[]	[3739]	1063.3	子	4	U+5B5A
05B5C	孜					[]	[3801]	1064.2	子	4	U+5B5C
05B63	季					[]	[1132]	1067.1	子	5	U+5B63
05B65	孥					[]	[4069]	1072.3	子	5	U+5B65
05B73	孳					[孶]	[5271]	1077.2	子	9	U+5B73
05B75	孵					[]	[3137]	1078.3	子	11	U+5B75
05B78	學			学	学	[]	[1273]	1078.3	子	5	U+5B78
05B80	宀					[]	[]	1082.1	宀	0	U+5B80
05B84	宄					[]	[6519]	1083.3	宀	2	U+5B84
05B88	守					[]	[546]	1084.2	宀	3	U+5B88
05B8B	宋					[]	[878]	1096.1	宀	4	U+5B8B
05B95	宕					[]	[4035]	1107.3	宀	5	U+5B95
05B99	宙					[]	[1280]	1110.2	宀	5	U+5B99
05B9A	定					[]	[1276]	1104.3	宀	5	U+5B9A
05B9C	宜					[]	[1278]	1108.2	宀	5	U+5B9C
05BA2	客					[]	[1703]	1122.3	宀	6	U+5BA2
05BA4	室					[]	[1697]	1122.1	宀	6	U+5BA4
05BA5	宥					[]	[4358]	1121.3	宀	6	U+5BA5
05BA6	宦					[]	[1696]	1121.1	宀	6	U+5BA6
05BAB	宫				宮	[]	[1698]	1134.2	宀	7	U+5BAB
05BB5	宵					[]	[2100]	1132.2	宀	7	U+5BB5
05BBF	宿					[]	[2455]	1144.1	宀	8	U+5BBF
05BC7	寇					[𡨥]	[2451]	1140.3	宀	8	U+5BC7
05BD2	寒					[]	[2780]	1146.3	宀	9	U+5BD2
05BE1	寡					[]	[3173]	1155.2	宀	11	U+5BE1
05BE4	寤					[]	[5816]	1157.3	宀	11	U+5BE4
05BE6	實			实	実	[]	[1285]	1159.1	宀	5	U+5BE6
05BE9	審			审		[]	[1279]	1161.2	宀	12	U+5BE9
05BF6	寶			宝	宝	[寳]	[1274]	1164.1	宀	5	U+5BF6
05BF8	寸					[]	[31]	1168.1	寸	0	U+5BF8
05BFA	寺					[]	[355]	1169.2	寸	3	U+5BFA
05C04	射					[䠶]	[1971]	1173.1	寸	7	U+5C04
05C07	將			将	将	[]	[1617]	1179.2	寸	7	U+5C07
05C09	尉					[]	[2471]	1178.3	寸	8	U+5C09
05C0A	尊					[]	[2743]	1182.2	寸	9	U+5C0A
05C0D	對			对	対	[]	[341]	1186.2	寸	4	U+5C0D
05C0E	導			导		[]	[567]	1188.2	寸	12	U+5C0E
05C0F	小					[]	[37]	1189.1	小	0	U+5C0F
05C11	少					[]	[110]	1202.3	小	1	U+5C11
05C16	尖					[]	[415]	1206.3	小	3	U+5C16
05C1F	尟		鮮	鲜		[]	[3135]	1209.3	小	10	U+5C1F
05C24	尤					[]	[98]	1209.2	尢	1	U+5C24
05C2A	尪					[]	[6583]	1210.2	尢	4	U+5C2A
05C2C	尬					[]	[705]	1210.3	null	null	U+5C2C
05C37	尷			尴		[]	[2883]	1212.3	null	null	U+5C37
05C39	尹					[]	[3524]	1216.1	尸	1	U+5C39
05C3B	尻					[]	[3558]	1217.2	尸	2	U+5C3B
05C40	局					[]	[907]	1218.1	尸	4	U+5C40
05C45	居					[]	[1308]	1219.2	尸	5	U+5C45
05C48	屈					[]	[1311]	1221.2	尸	5	U+5C48
05C4A	届					[屆]	[1219.1]	1221.2	尸	5	U+5C4A
05C5A	屚					[]	[0]	0	水	11	U+5C5A
05C60	屠					[]	[2472]	1228.2	尸	9	U+5C60
05C65	履					[]	[3312]	1230.3	尸	12	U+5C65
05C67	屧					[屟]	[]	1230.3	尸	12	U+5C67
05C6E	屮					[]	[]	1234.1	屮	0	U+5C6E
05C71	山					[]	[39]	1236.1	山	0	U+5C71
05C79	屹					[]	[435]	1245.3	山	3	U+5C79
05C7A	屺					[]	[3594]	1245.3	山	3	U+5C7A
05C7E	屾					[]	[6534]	1245.3	null	null	U+5C7E
05C89	岉					[]	[]	1248.1	null	null	U+5C89
05C8C	岌					[]	[3593]	1248.1	山	4	U+5C8C
05C8D	岍					[]	[6593]	1246.1	null	null	U+5C8D
05C91	岑					[]	[3716]	1247.1	山	4	U+5C91
05CA1	岡			冈		[]	[115]	1248.3	山	5	U+5CA1
05CA3	岣					[]	[3928]	1250.3	山	5	U+5CA3
05CA9	岩					[]	[1106]	1248.3	山	5	U+5CA9
05CAB	岫					[]	[3926]	1249.1	山	5	U+5CAB
05CB5	岵					[]	[6681]	1248.2	山	5	U+5CB5
05CB8	岸					[]	[1105]	1248.2	山	5	U+5CB8
05CC9	峉					[]	[]	1252.1	山	6	U+5CC9
05CD2	峒					[]	[4234]	1252.1	山	6	U+5CD2
05CD9	峙					[]	[4230]	1251.3	山	6	U+5CD9
05CDB	峛					[]	[6838]	1251.3	null	null	U+5CDB
05CE5	峥					[崢]	[4237]	1261.1	山	8	U+5CE5
05CE8	峨					[峩]	[1920]	1254.1	山	7	U+5CE8
05CED	峭					[陗]	[1919]	1253.1	山	7	U+5CED
05CF4	峴			岘		[]	[3715]	1253.3	山	7	U+5CF4
05CFB	峻					[]	[1923]	1255.1	山	7	U+5CFB
05CFF	峿					[]	[6998]	1252.3	null	null	U+5CFF
05D06	崆					[]	[4861]	1257.3	山	8	U+5D06
05D0B	崋					[]	[]	1252.2	山	8	U+5D0B
05D0C	崌					[]	[7174]	1263.3	null	null	U+5D0C
05D0D	崍			崃		[]	[4521]	1258.2	山	8	U+5D0D
05D11	崑		昆			[崐]	[1080]	1259.3	山	8	U+5D11
05D17	崗			岗		[]	[754]	1259.3	山	5	U+5D17
05D1B	崛					[崫]	[2300]	1263.3	山	8	U+5D1B
05D1D	崝					[]	[]	1258.2	山	8	U+5D1D
05D1F	崟					[]	[7171]	1261.2	山	8	U+5D1F
05D34	崴					[]	[5165]	1265.1	null	null	U+5D34
05D47	嵇					[嵆]	[5201]	1266.1	山	9	U+5D47
05D4A	嵊					[]	[5478]	1268.1	山	10	U+5D4A
05D52	嵒		岩			[嵓]	[1106]	1265.3	山	9	U+5D52
05D6B	嵫					[]	[5174]	1264.2	null	null	U+5D6B
05D6F	嵯					[嵳]	[5172]	1264.2	山	10	U+5D6F
05D88	嶈					[]	[]	1269.3	山	11	U+5D88
05D94	嶔			嵚		[]	[7365]	1270.3	山	12	U+5D94
05D9F	嶟					[]	[7783]	1269.3	null	null	U+5D9F
05DA1	嶡					[]	[]	1270.2	null	null	U+5DA1
05DA8	嶨			峃		[]	[6726]	null	null	null	U+5DA8
05DAA	嶪					[嶫]	[]	1271.2	null	null	U+5DAA
05DAE	嶮			崄		[]	[7000]	1271.3	阜	8	U+5DAE
05DDB	巛					[]	[]	1276.1	巛	0	U+5DDB
05DDD	川					[]	[43]	1276.1	巛	0	U+5DDD
05DDE	州					[]	[535]	1277.1	巛	3	U+5DDE
05DDF	巟					[]	[]	1278.1	null	null	U+5DDF
05DE1	巡					[廵]	[598]	1278.1	巛	3	U+5DE1
05DE4	巤					[]	[0]	1280.3	巛	12	U+5DE4
05DE5	工					[]	[26]	1280.1	工	0	U+5DE5
05DE6	左					[]	[214]	1282.1	工	2	U+5DE6
05DE8	巨					[]	[101]	534.1	丨	4	U+5DE8
05DE9	巩					[]	[361]	null	工	3	U+5DE9
05DEB	巫					[]	[686]	1290.2	工	4	U+5DEB
05DEE	差					[]	[1640]	1291.3	工	7	U+5DEE
05DF1	己					[]	[60]	1293.1	己	0	U+5DF1
05DF7	巷					[]	[1406]	1296.2	己	6	U+5DF7
05DFE	巾					[]	[40]	1297.1	巾	0	U+5DFE
05E02	市					[]	[301]	1298.2	巾	2	U+5E02
05E11	帑					[]	[4067]	1307.3	巾	5	U+5E11
05E15	帕					[帞]	[1110]	1307.1	巾	5	U+5E15
05E18	帘					[]	[1283]	1305.3	巾	5	U+5E18
05E19	帙					[]	[3927]	1306.3	巾	5	U+5E19
05E1A	帚					[]	[1306]	1307.3	巾	5	U+5E1A
05E1B	帛					[]	[3967]	1307.1	巾	5	U+5E1B
05E1F	帟					[]	[]	1310.1	巾	6	U+5E1F
05E22	帢					[]	[]	1310.1	null	null	U+5E22
05E2C	帬		裙			[]	[2792]	1314.1	衣	7	U+5E2C
05E2D	席					[]	[2023]	1310.3	巾	7	U+5E2D
05E33	帳			帐		[]	[755]	1314.2	巾	8	U+5E33
05E4C	幌					[]	[2935]	1321.1	巾	10	U+5E4C
05E72	干					[]	[23]	1325.1	干	0	U+5E72
05E74	年					[秊]	[444]	127.3	干	3	U+5E74
05E79	幹			干		[]	[23]	1336.1	干	10	U+5E79
05E7B	幻					[]	[189]	1337.1	幺	1	U+5E7B
05E81	庁					[]	[]	null	广	2	U+5E81
05E84	庄					[㽵]	[514]	1341.2	广	3	U+5E84
05E8A	床					[]	[831]	1341.3	广	4	U+5E8A
05E8F	序					[]	[840]	1342.1	广	4	U+5E8F
05E96	庖					[]	[3996]	2831.3	广	5	U+5E96
05E9A	庚					[]	[1219]	1345.1	广	5	U+5E9A
05EA4	庤					[]	[6875]	1346.1	null	null	U+5EA4
05EA5	庥					[]	[4307]	1347.2	广	6	U+5EA5
05EA6	度					[]	[1622]	1346.1	广	6	U+5EA6
05EAB	庫			库		[]	[832]	1347.3	广	7	U+5EAB
05EB6	庶					[]	[2378]	1349.2	广	8	U+5EB6
05EB7	康					[]	[2385]	1352.1	广	8	U+5EB7
05EB8	庸					[]	[2386]	1353.3	广	8	U+5EB8
05EBE	庾					[]	[4937]	1351.1	广	9	U+5EBE
05ECA	廊					[]	[2384]	1355.2	广	9	U+5ECA
05ED5	廕		蔭	荫		[]	[1420]	1359.3	null	null	U+5ED5
05EDB	廛					[厘]	[5981]	1367.2	广	12	U+5EDB
05EE3	廣			广	広	[]	[53]	1361.2	广	2	U+5EE3
05EE7	廧					[]	[]	1369.3	null	null	U+5EE7
05EEA	廪					[廩]	[6155]	1369.1	广	13	U+5EEA
05EF1	廱					[]	[]	1371.2	广	18	U+5EF1
05EF4	廴					[]	[0]	1371.1	廴	0	U+5EF4
05EFB	廻		迴	回		[廽, 𢌞]	[438]	1374.3	廴	6	U+5EFB
05EFE	廾					[]	[]	1378.1	廾	0	U+5EFE
05EFF	廿					[卄]	[3510]	1378.1	廾	1	U+5EFF
05F00	开					[幵]	[76]	1335.2	干	3	U+5F00
05F03	弃					[]	[842]	1379.2	木	9	U+5F03
05F04	弄					[]	[600]	1379.3	廾	4	U+5F04
05F08	弈					[]	[4305]	1381.1	廾	6	U+5F08
05F0C	弌					[]	[]	null	一	0	U+5F0C
05F0D	弍					[]	[]	null	二	0	U+5F0D
05F0E	弎					[]	[]	null	一	2	U+5F0E
05F13	弓					[]	[63]	1383.1	弓	0	U+5F13
05F18	弘					[]	[329]	1389.1	弓	2	U+5F18
05F26	弦					[]	[1314]	1391.1	弓	5	U+5F26
05F29	弩					[]	[4068]	1392.2	弓	5	U+5F29
05F35	張			张		[]	[909]	1394.2	弓	8	U+5F35
05F36	弶					[]	[7259]	1394.2	弓	8	U+5F36
05F3A	强				強	[]	[2802]	1407.1	弓	8	U+5F3A
05F49	彉					[彍]	[]	1411.2	弓	12	U+5F49
05F4A	彊		强			[]	[2802]	1409.1	弓	13	U+5F4A
05F50	彐					[彑]	[0]	1411.1	彐	3	U+5F50
05F58	彘					[]	[5331]	1412.1	彐	9	U+5F58
05F59	彙			汇		[彚]	[309]	1412.1	彐	10	U+5F59
05F5D	彝					[]	[6364]	1412.2	彐	15	U+5F5D
05F61	彡					[]	[]	1413.1	彡	0	U+5F61
05F62	形					[𢒈]	[604]	1413.1	彡	4	U+5F62
05F64	彤					[]	[817]	1415.1	彡	4	U+5F64
05F6B	彫		雕			[]	[3365]	1416.3	彡	8	U+5F6B
05F6C	彬					[]	[2220]	1415.3	彡	8	U+5F6C
05F71	影					[]	[3240]	1419.3	彡	12	U+5F71
05F73	彳					[]	[6503]	1421.1	彳	0	U+5F73
05F76	彶					[]	[]	null	null	null	U+5F76
05F80	往					[]	[1160]	1422.1	彳	5	U+5F80
05F81	征					[]	[1159]	1422.3	彳	5	U+5F81
05F85	待					[]	[1580]	1424.3	彳	6	U+5F85
05F8A	徊					[]	[1581]	1424.2	彳	6	U+5F8A
05F8B	律					[]	[1583]	1425.3	彳	6	U+5F8B
05F8C	後			后		[]	[482]	1427.1	彳	6	U+5F8C
05F90	徐					[]	[1976]	1431.3	彳	7	U+5F90
05F92	徒					[]	[1975]	1429.3	彳	7	U+5F92
05F97	得					[]	[2341]	1435.3	彳	8	U+5F97
05FA0	徠			徕		[]	[4584]	1435.1	彳	8	U+5FA0
05FA1	御					[]	[2704]	1441.2	彳	9	U+5FA1
05FA8	徨					[]	[5217]	1445.2	彳	9	U+5FA8
05FB7	德				徳	[]	[3272]	1449.1	彳	11	U+5FB7
05FCC	忌					[]	[910]	1463.2	心	3	U+5FCC
05FD4	忔					[忾]	[]	1463.1	心	3	U+5FD4
05FD6	忖					[]	[3629]	1461.3	心	3	U+5FD6
05FD7	志					[]	[651]	1462.1	心	3	U+5FD7
05FD8	忘					[]	[844]	1460.3	心	3	U+5FD8
05FD9	忙					[]	[543]	1460.2	心	3	U+5FD9
05FDD	忝					[]	[3834]	1465.1	心	4	U+5FDD
05FE0	忠					[]	[1094]	1465.3	心	4	U+5FE0
05FE1	忡					[]	[3785]	1465.3	心	4	U+5FE1
05FE4	忤					[]	[3786]	1468.2	心	4	U+5FE4
05FE7	忧					[]	[874]	null	null	null	U+5FE7
05FF5	念					[]	[1177]	1467.1	心	4	U+5FF5
05FFD	忽					[]	[1197]	1469.1	心	4	U+5FFD
06012	怒					[]	[1742]	1483.2	心	5	U+6012
06014	怔					[]	[1265]	1471.2	心	5	U+6014
06015	怕					[]	[1269]	1477.2	心	5	U+6015
06019	怙					[]	[4025]	1472.1	心	5	U+6019
0601B	怛					[]	[4028]	1473.1	心	5	U+601B
06025	急					[]	[1609]	1479.1	心	5	U+6025
06027	性					[]	[1268]	1476.1	心	5	U+6027
0602A	怪					[恠]	[1271]	1481.1	心	5	U+602A
0602C	怬					[]	[]	1465.3	null	null	U+602C
06033	怳		恍			[]	[1687]	1475.2	心	5	U+6033
06035	怵					[]	[4026]	1472.2	心	5	U+6035
06043	恃					[]	[1684]	1485.1	心	6	U+6043
06047	恇					[]	[]	1484.3	心	6	U+6047
0604D	恍					[]	[1687]	1488.1	心	6	U+604D
06050	恐					[]	[1810]	1485.2	心	6	U+6050
06054	恔					[]	[6899]	1484.2	null	null	U+6054
06055	恕					[]	[2142]	1494.2	心	6	U+6055
0605F	恟					[]	[]	1494.1	心	6	U+605F
06062	恢					[]	[1686]	1487.2	心	6	U+6062
0606A	恪					[]	[4356]	1493.2	心	6	U+606A
0606B	恫					[]	[4352]	1488.2	心	6	U+606B
0606C	恬					[]	[1688]	1490.3	心	6	U+606C
0606D	恭					[]	[1820]	1485.3	心	6	U+606D
06070	恰					[]	[1690]	1490.2	心	6	U+6070
0607F	恿					[]	[5025]	1499.3	力	7	U+607F
06083	悃					[]	[7068]	1496.3	心	7	U+6083
06084	悄					[]	[2092]	1496.2	心	7	U+6084
0608D	悍					[]	[2093]	1496.2	心	7	U+608D
06092	悒					[]	[4662]	1497.3	心	7	U+6092
0609B	悛					[]	[4664]	1499.3	心	7	U+609B
0609D	悝					[]	[4661]	1496.3	心	7	U+609D
0609F	悟					[]	[2091]	1496.1	心	7	U+609F
060A2	悢					[]	[7069]	1495.1	null	null	U+60A2
060A3	患					[]	[2285]	1497.2	心	7	U+60A3
060AE	悮					[悞]	[]	1497.3	心	7	U+60AE
060B5	悵			怅		[]	[3788]	1504.2	心	8	U+60B5
060B6	悶			闷		[]	[848]	1512.2	心	8	U+60B6
060B8	悸					[]	[4988]	1513.2	心	8	U+60B8
060BE	悾					[]	[]	1500.2	心	8	U+60BE
060C5	情					[]	[2438]	1501.2	心	8	U+60C5
060C6	惆					[]	[4989]	1514.1	心	8	U+60C6
060C6	惆					[]	[4989]	1514.1	心	8	U+60C6
060CF	惏		婪			[]	[2222]	1507.3	null	null	U+60CF
060D8	惘					[]	[4987]	1512.2	心	8	U+60D8
060DA	惚					[]	[4990]	1514.2	心	8	U+60DA
060E7	惧					[]	[2442]	null	心	8	U+60E7
060EA	惪		德			[悳, 𢛳]	[3272]	1507.3	彳	11	U+60EA
060F3	想					[]	[2867]	1521.1	心	9	U+60F3
060F5	惵					[]	[]	1520.3	心	9	U+60F5
060F6	惶					[]	[2775]	1528.3	心	9	U+60F6
060FA	惺					[]	[5295]	1524.3	心	9	U+60FA
06100	愀					[]	[5298]	1527.3	心	9	U+6100
06101	愁					[]	[2951]	1528.1	心	9	U+6101
0610F	意					[]	[2996]	1514.3	心	9	U+610F
06114	愔					[]	[5300]	1514.3	null	null	U+6114
0613A	愺					[]	[]	1531.2	心	9	U+613A
0613E	愾			忾		[]	[3787]	1533.2	心	10	U+613E
0613F	愿					[]	[3094]	1532.1	心	10	U+613F
06142	慂		恿			[]	[5025]	1530.2	心	10	U+6142
06144	慄		栗			[]	[1855]	1532.1	心	10	U+6144
06148	慈					[]	[3002]	1517.3	心	9	U+6148
0614C	慌					[]	[2771]	1531.1	心	9	U+614C
06163	慣			惯		[]	[2450]	1545.3	心	11	U+6163
06165	慥					[]	[7599]	1533.3	心	11	U+6165
06170	慰					[]	[3310]	1545.2	心	11	U+6170
06173	慳			悭		[]	[4660]	1539.3	心	11	U+6173
06175	慵					[]	[5813]	1535.1	心	11	U+6175
06177	慷					[]	[3170]	1534.3	心	11	U+6177
06182	憂			忧		[]	[874]	1540.1	心	11	U+6182
06192	憒			愦		[]	[5296]	1550.2	心	12	U+6192
061AB	憫			悯		[]	[2095]	1550.1	心	12	U+61AB
061AC	憬					[]	[6006]	1550.1	心	12	U+61AC
061B6	憶			忆		[]	[167]	1551.2	心	13	U+61B6
061D4	懔					[懍]	[7911]	1551.3	心	13	U+61D4
061DF	懟			怼		[]	[4389]	1557.2	心	14	U+61DF
061F6	懶			懒		[]	[3380]	1561.3	心	16	U+61F6
06209	戉					[]	[]	1569.1	戈	1	U+6209
0620C	戌					[]	[387]	1571.1	戈	2	U+620C
06210	成					[]	[401]	1571.1	戈	2	U+6210
06211	我					[]	[761]	1576.2	戈	3	U+6211
06212	戒					[]	[606]	1575.1	戈	3	U+6212
06215	戕					[]	[4060]	1577.2	戈	4	U+6215
0621B	戛					[戞]	[4788]	1577.3	戈	7	U+621B
0621F	戟					[]	[5092]	1578.3	戈	8	U+621F
06237	户				戸	[戶]	[170]	1587.1	户	0	U+6237
0623B	戻					[]	[]	null	户	3	U+623B
0623D	戽					[]	[4044]	1588.3	null	null	U+623D
06246	扆					[]	[7076]	1592.3	户	6	U+6246
06248	扈					[]	[4996]	1593.3	户	7	U+6248
0624B	手					[]	[121]	1594.1	手	0	U+624B
0624E	扎					[]	[85]	1598.1	手	1	U+624E
06250	扐					[]	[]	1603.2	null	null	U+6250
06252	扒					[]	[201]	1603.1	手	2	U+6252
06253	打					[]	[196]	1598.2	手	2	U+6253
0625B	扛					[]	[354]	1604.1	手	3	U+625B
0625E	扞		捍			[]	[1792, 6522]	1603.2	手	3	U+625E
06262	扢					[㧉]	[]	1605.1	null	null	U+6262
06263	扣					[]	[357]	1604.1	手	3	U+6263
0626F	扯					[]	[624]	1612.2	手	4	U+626F
06271	扱					[]	[]	1618.1	手	3	U+6271
06284	抄					[]	[626]	1612.3	手	4	U+6284
06286	抆					[]	[]	1606.2	null	null	U+6286
06291	抑					[]	[641]	1621.1	手	4	U+6291
06292	抒					[]	[659]	1621.3	手	4	U+6292
06295	投					[]	[643]	1618.1	手	4	U+6295
06296	抖					[]	[648]	1606.1	手	4	U+6296
062B1	抱					[]	[978]	1637.1	手	5	U+62B1
062B4	抴					[]	[]	1627.2	null	null	U+62B4
062B6	抶					[]	[0]	1633.1	手	5	U+62B6
062BD	抽					[]	[966]	1631.3	手	5	U+62BD
062C5	担					[]	[963]	1631.1	手	5	U+62C5
062C9	拉					[]	[981]	1623.3	手	5	U+62C9
062CC	拌					[]	[984]	1624.2	手	5	U+62CC
062CD	拍					[]	[970]	1634.2	手	5	U+62CD
062CF	拏		拿			[]	[1983]	1640.3	手	6	U+62CF
062D2	拒					[]	[620]	1611.1	手	5	U+62D2
062D3	拓					[]	[957]	1627.2	手	5	U+62D3
062D8	拘					[]	[976]	1636.1	手	5	U+62D8
062D9	拙					[]	[987]	1640.1	手	5	U+62D9
062DC	拜				拝	[]	[1538]	1625.1	手	5	U+62DC
062EE	拮					[]	[4093]	1650.3	手	6	U+62EE
062F1	拱					[]	[1369]	1651.1	手	6	U+62F1
062F4	拴					[]	[1385]	1652.2	null	null	U+62F4
062F6	拶					[]	[6782]	1658.3	手	6	U+62F6
062FD	拽					[]	[1380]	1652.1	手	6	U+62FD
062FE	拾					[]	[1386]	1652.2	手	6	U+62FE
062FF	拿					[㧱]	[1983]	1653.2	手	6	U+62FF
06301	持					[]	[1367]	1648.2	手	6	U+6301
06303	挃					[]	[]	1652.1	手	6	U+6303
06310	挐		拿			[]	[1983]	1658.3	手	6	U+6310
06339	挹					[]	[4418]	1665.2	手	7	U+6339
06342	捂					[]	[1785]	1660.1	null	null	U+6342
06343	捃					[]	[4425]	1668.1	手	7	U+6343
06344	捄		救			[]	[2232]	1659.2	手	7	U+6344
06345	捅					[]	[1813]	null	null	null	U+6345
06349	捉					[]	[1795]	1663.2	手	7	U+6349
0634D	捍					[]	[1792]	1662.3	手	7	U+634D
0634E	捎					[]	[1791]	1662.2	手	7	U+634E
0634F	捏					[揑]	[1793]	1663.1	手	7	U+634F
06357	捗					[]	[0]	0	手	7	U+6357
06366	捦					[]	[]	1686.2	null	null	U+6366
06368	捨			舍		[]	[1165]	1686.2	手	8	U+6368
0636B	捫			扪		[]	[3575]	1683.2	手	8	U+636B
0636E	据					[]	[2189]	1692.3	手	8	U+636E
0637B	捻					[]	[2178]	1685.3	手	8	U+637B
06388	授					[]	[2177]	1684.1	手	8	U+6388
0638F	掏					[]	[2180]	1690.3	手	8	U+638F
06396	掖					[]	[4733]	1671.3	手	8	U+6396
06398	掘					[]	[2190]	1692.3	手	8	U+6398
0639F	掟					[]	[]	null	手	8	U+639F
063A0	掠					[]	[2182]	1670.3	手	8	U+63A0
063A7	控					[]	[2187]	1668.2	手	8	U+63A7
063C5	揅					[]	[]	1695.2	null	null	U+63C5
063DA	揚			扬		[敭]	[368]	1697.3	手	9	U+63DA
063E2	揢					[]	[]	1693.2	null	null	U+63E2
063F2	揲					[]	[]	1694.3	手	9	U+63F2
0640D	損			损		[]	[1798]	1709.3	手	10	U+640D
